,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
3835,4129,27,Elevated,196,preferred_term,10019717,43,Alcoholic hepatitis,878,Turicella,144193,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3836,4130,27,Elevated,196,preferred_term,10019717,43,Alcoholic hepatitis,289,Microbacterium,33882,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3837,4131,27,Elevated,196,preferred_term,10019717,43,Alcoholic hepatitis,331,Anaerococcus,165779,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3838,4132,27,Elevated,196,preferred_term,10019717,43,Alcoholic hepatitis,215,Lachnospiraceae incertae sedis,186803,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3839,4133,27,Elevated,196,preferred_term,10019717,43,Alcoholic hepatitis,507,Clostridium group XI,1485,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3840,4134,27,Elevated,196,preferred_term,10019717,43,Alcoholic hepatitis,879,Corynebacteriaceae,1653,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3841,4135,27,Elevated,196,preferred_term,10019717,43,Alcoholic hepatitis,880,Dermabacteraceae,85020,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3842,4136,27,Elevated,196,preferred_term,10019717,43,Alcoholic hepatitis,881,Micromonosporaceae,28056,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3843,4137,27,Reduced,196,preferred_term,10019717,43,Alcoholic hepatitis,495,Nocardioides,1839,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3844,4138,27,Reduced,196,preferred_term,10019717,43,Alcoholic hepatitis,44,Prevotella,59823,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3845,4140,27,Reduced,196,preferred_term,10019717,43,Alcoholic hepatitis,307,Flavobacterium,237,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3846,4141,27,Reduced,196,preferred_term,10019717,43,Alcoholic hepatitis,317,Acinetobacter,469,,,,16S rDNA pyrosequencing,Blood,Human,572,498,Healthy control,,
3847,4142,28,Elevated,213,preferred_term,10006537,10,Budd-Chiari syndrome,370,Clostridium cluster IV,,,,,MiSeq sequencing,Faeces,Human,573,499,Healthy control,,
3848,4143,28,Elevated,213,preferred_term,10006537,10,Budd-Chiari syndrome,453,Megasphaera,906,,,,MiSeq sequencing,Faeces,Human,573,499,Healthy control,,
3849,4144,28,Reduced,213,preferred_term,10006537,10,Budd-Chiari syndrome,380,Peptostreptococcaceae,186804,,,,MiSeq sequencing,Faeces,Human,573,499,Healthy control,,
3850,4145,28,Reduced,213,preferred_term,10006537,10,Budd-Chiari syndrome,63,Escherichia,561,,,,MiSeq sequencing,Faeces,Human,573,499,Healthy control,,
3851,4146,28,Reduced,213,preferred_term,10006537,10,Budd-Chiari syndrome,507,Clostridium group XI,1485,,,,MiSeq sequencing,Faeces,Human,573,499,Healthy control,,
3852,4153,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,44,Prevotella,59823,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3853,4154,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,35,Veillonella,29465,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3854,4155,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,330,Klebsiella,570,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3855,4156,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,89,Selenomonas,970,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3856,4157,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,263,Catenibacterium,135858,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3857,4158,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,1,Lactobacillus,1591,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3858,4159,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,86,Hallella,52228,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3859,4160,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,66,Acidaminococcus,904,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3860,4161,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,42,Enterobacter,42895,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3861,4162,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,500,Centipeda,82202,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3862,4163,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,291,Campylobacter,194,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3863,4164,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,246,Leptotrichia,32067,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3864,4165,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,540,Cronobacter,413496,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3865,4166,29,Elevated,55,preferred_term,10033609,10,Pancreatic cancer,92,Aggregatibacter,416916,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3866,4167,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,124,Anaerotruncus,244127,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3867,4168,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,882,Paraeggerthella,651554,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3868,4169,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,84,Proteus,229037,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3869,4170,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,327,Mogibacterium,86331,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3870,4171,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,505,Clostridium XIVb,1485,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3871,4172,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,755,Sporobacter,44748,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3872,4173,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,412,Eggerthella,84111,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3873,4174,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,721,Rhizobium,379,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3874,4175,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,311,Brevundimonas,41275,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3875,4176,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,67,Akkermansia,239934,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3876,4177,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,82,Erysipelotrichaceae incertae sedis,128827,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3877,4178,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,453,Megasphaera,906,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3878,4179,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,236,Dorea,189330,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3879,4180,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,214,Blautia,572511,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3880,4181,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,506,Flavonifractor,946234,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3881,4182,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,776,Butyricicoccus,580596,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3882,4183,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,560,Bilophila,35832,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3883,4184,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,370,Clostridium cluster IV,,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3884,4185,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,128,Coprococcus,33042,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3885,4186,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,328,Anaerostipes,207244,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3886,4187,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,216,Megamonas,158846,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3887,4188,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,33,Bifidobacterium,41200,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3888,4189,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,52,Alistipes,239759,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3889,4190,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,218,Parasutterella,577310,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3890,4191,29,Reduced,55,preferred_term,10033609,10,Pancreatic cancer,683,Gemmiger,204475,,,,MiSeq sequencing,Faeces,Human,574,500,Healthy control,,
3891,4192,30,Elevated,61,preferred_term,10003553,15,Asthma,251,Granulicatella,117563,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3892,4193,30,Elevated,61,preferred_term,10003553,15,Asthma,249,Gemella,1378,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3893,4194,30,Elevated,61,preferred_term,10003553,15,Asthma,244,Rothia,32207,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3894,4195,30,Elevated,61,preferred_term,10003553,15,Asthma,883,Planococcaceae,186818,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3895,4196,30,Elevated,61,preferred_term,10003553,15,Asthma,884,Gallibacterium,155493,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3896,4197,30,Elevated,61,preferred_term,10003553,15,Asthma,135,Actinomyces,29317,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3897,4198,30,Elevated,61,preferred_term,10003553,15,Asthma,431,Oribacterium,265975,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3898,4199,30,Elevated,61,preferred_term,10003553,15,Asthma,885,Weeksella,1013,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3899,4200,30,Elevated,61,preferred_term,10003553,15,Asthma,271,TM7,,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,575,501,Healthy control,,
3900,4201,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,44,Prevotella,59823,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3901,4202,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,886,Spirodela,4473,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3902,4203,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,887,Lonepinella,53416,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3903,4204,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,888,Kineococcus,33981,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3904,4205,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,321,Atopobium,1380,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3905,4206,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,889,Alloscardovia,419014,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3906,4207,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,849,Arsenicicoccus,267408,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3907,4208,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,890,Psychromonas,67572,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3908,4209,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,839,Mycobacterium,1763,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3909,4210,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,891,Methanothermobacter,145260,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3910,4211,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,892,Gulbenkiania,397456,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3911,4212,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,558,Shuttleworthia,177971,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3912,4213,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,33,Bifidobacterium,41200,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3913,4214,30,Elevated,208,preferred_term,10061736,15,Protracted bacterial bronchitis,414,Butyrivibrio,830,,,,MiSeq sequencing,Bronchoalveolar lavage,Human,576,501,Healthy control,,
3914,4215,31,Reduced,199,preferred_term,10029164,10,Idiopathic nephrotic syndrome,370,Clostridium cluster IV,,,,,Metagenomic sequencing,Faeces,Human,577,502,Healthy control,,
3915,4216,31,Reduced,199,preferred_term,10029164,10,Idiopathic nephrotic syndrome,418,Clostridium cluster XIVa,,,,,Metagenomic sequencing,Faeces,Human,577,502,Healthy control,,
3916,4217,31,Reduced,199,preferred_term,10029164,10,Idiopathic nephrotic syndrome,59,Eubacterium,142586,,,,Metagenomic sequencing,Faeces,Human,577,502,Healthy control,,
3917,4218,31,Reduced,199,preferred_term,10029164,10,Idiopathic nephrotic syndrome,414,Butyrivibrio,830,,,,Metagenomic sequencing,Faeces,Human,577,502,Healthy control,,
3918,4219,32,Reduced,61,preferred_term,10003553,10,Asthma,64,Lachnospira,28050,,,,16S rRNA sequencing,Faeces,Human,578,503,Healthy control,,
3919,4220,32,Elevated,61,preferred_term,10003553,10,Asthma,893,Clostridium neonatale,137838,,,,16S rRNA sequencing,Faeces,Human,578,503,Healthy control,,
3920,4221,32,Elevated,61,preferred_term,10003553,10,Asthma,454,Clostridiaceae,31979,,,,16S rRNA sequencing,Faeces,Human,578,503,Healthy control,,
3921,4222,32,Elevated,61,preferred_term,10003553,10,Asthma,244,Rothia,32207,,,,16S rRNA sequencing,Faeces,Human,578,503,Healthy control,,
3927,4228,34,Elevated,215,low_level_term,10047921,10,Atopic wheeze,20,Ruminococcus gnavus,33038,,,,16S rRNA sequencing,Faeces,Human,580,505,Healthy control,,
3928,4229,34,Elevated,215,low_level_term,10047921,10,Atopic wheeze,62,Streptococcus,1306,,,,16S rRNA sequencing,Faeces,Human,580,505,Healthy control,,
3929,4230,34,Reduced,215,low_level_term,10047921,10,Atopic wheeze,36,Bacteroides,29523,,,,16S rRNA sequencing,Faeces,Human,580,505,Healthy control,,
3930,4231,35,Elevated,61,preferred_term,10003553,56,Asthma,247,Haemophilus,724,,,,16S rRNA sequencing,swab throat,Human,581,506,Healthy control,,
3931,4232,35,Elevated,61,preferred_term,10003553,56,Asthma,249,Gemella,1378,,,,16S rRNA sequencing,swab throat,Human,581,506,Healthy control,,
3932,4233,35,Reduced,61,preferred_term,10003553,56,Asthma,44,Prevotella,59823,,,,16S rRNA sequencing,swab throat,Human,581,506,Healthy control,,
3933,4234,35,Reduced,61,preferred_term,10003553,56,Asthma,35,Veillonella,29465,,,,16S rRNA sequencing,swab throat,Human,581,506,Healthy control,,
3934,4235,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,413,Bergeyella,59735,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3935,4236,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,246,Leptotrichia,32067,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3936,4237,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,135,Actinomyces,29317,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3937,4238,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,250,Corynebacterium,1716,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3938,4239,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,244,Rothia,32207,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3939,4240,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,94,Treponema,166,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3940,4241,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,262,Peptococcus,2740,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3941,4242,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,329,Porphyromonas,836,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3942,4243,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,80,Dialister,39948,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3943,4244,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,841,Streptobacillus,34104,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3944,4245,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,219,Ruminococcaceae,541000,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3945,4246,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,251,Granulicatella,117563,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3946,4247,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,616,Alloprevotella,1283313,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3947,4248,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,249,Gemella,1378,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3948,4249,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,640,Lachnoanaerobaculum,1164882,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3949,4250,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,291,Campylobacter,194,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3950,4251,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,687,Lautropia,47670,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3951,4252,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,35,Veillonella,29465,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3952,4253,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,307,Flavobacterium,237,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3953,4254,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,894,Fluviicola,332102,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3954,4255,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,44,Prevotella,59823,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3955,4256,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,895,Pseudarcicella,1664383,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3956,4257,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,55,Lachnospiraceae,186803,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3957,4258,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,212,Bacteroidales,171549,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3958,4259,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,77,Fusobacterium,68766,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3959,4260,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,97,Capnocytophaga,44737,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3960,4261,35,Reduced,14,preferred_term,10011762,56,Cystic Fibrosis,414,Butyrivibrio,830,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3961,4262,35,Elevated,14,preferred_term,10011762,56,Cystic Fibrosis,89,Selenomonas,970,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3962,4263,35,Elevated,14,preferred_term,10011762,56,Cystic Fibrosis,62,Streptococcus,1306,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3963,4264,35,Elevated,14,preferred_term,10011762,56,Cystic Fibrosis,93,Staphylococcus,29387,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3964,4265,35,Elevated,14,preferred_term,10011762,56,Cystic Fibrosis,319,Pseudomonas,286,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3965,4266,35,Elevated,14,preferred_term,10011762,56,Cystic Fibrosis,232,Enterobacteriaceae,543,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
3966,4267,35,Elevated,14,preferred_term,10011762,56,Cystic Fibrosis,91,Catonella,43996,,,,16S rRNA sequencing,swab throat,Human,582,506,Healthy control,,
4004,4305,38,Reduced,14,preferred_term,10011762,95,Cystic Fibrosis,96,Moraxella,479,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4005,4306,38,Reduced,14,preferred_term,10011762,95,Cystic Fibrosis,576,Haemophilus influenzae,727,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4006,4307,38,Reduced,14,preferred_term,10011762,95,Cystic Fibrosis,577,Corynebacterium pseudodiphtheriticum,37637,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4007,4308,38,Reduced,14,preferred_term,10011762,95,Cystic Fibrosis,677,Corynebacterium propinquum,43769,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4008,4309,38,Reduced,14,preferred_term,10011762,95,Cystic Fibrosis,905,Helcococcus,31983,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4009,4310,38,Reduced,14,preferred_term,10011762,95,Cystic Fibrosis,252,Pasteurellaceae,712,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4010,4312,38,Elevated,14,preferred_term,10011762,95,Cystic Fibrosis,571,Corynebacterium accolens,38284,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4011,4313,38,Elevated,14,preferred_term,10011762,95,Cystic Fibrosis,369,Staphylococcus epidermidis,1282,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4012,4314,38,Elevated,14,preferred_term,10011762,95,Cystic Fibrosis,125,Bacillus,1409,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4013,4315,38,Elevated,14,preferred_term,10011762,95,Cystic Fibrosis,26,Staphylococcus aureus,1280,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4014,4316,38,Elevated,14,preferred_term,10011762,95,Cystic Fibrosis,32,Streptococcus mitis,28037,,,,Metagenomic sequencing,nasopharyngeal swab,Human,586,511,Healthy control,,
4015,4317,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,33,Bifidobacterium,41200,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4016,4318,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,906,Brachybacterium,43668,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4017,4319,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,561,Brevibacterium,1696,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4018,4320,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,185,Collinsella,102106,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4019,4321,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,250,Corynebacterium,1716,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4020,4322,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,44,Prevotella,59823,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4021,4323,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,66,Acidaminococcus,904,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4022,4324,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,463,Allisonella,209879,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4023,4325,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,333,Anaeroglobus,156454,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4024,4326,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,124,Anaerotruncus,244127,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4025,4327,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,776,Butyricicoccus,580596,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4026,4328,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,507,Clostridium group XI,1485,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4027,4329,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,80,Dialister,39948,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4028,4330,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,236,Dorea,189330,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4029,4331,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,82,Erysipelotrichaceae incertae sedis,128827,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4030,4332,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,251,Granulicatella,117563,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4031,4333,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,1,Lactobacillus,1591,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4032,4334,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,453,Megasphaera,906,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4033,4335,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,132,Ruminococcus,41978,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4034,4336,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,213,Oscillibacter,459786,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4035,4337,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,62,Streptococcus,1306,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4036,4338,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,134,Turicibacter,191303,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4037,4339,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,836,Eikenella,538,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4038,4340,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,247,Haemophilus,724,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
4039,4341,39,Reduced,115,preferred_term,10014198,10,Infantile eczema,330,Klebsiella,570,,,,16S rRNA sequencing,Faeces,Human,587,513,Healthy control,,
